VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,congestion_surcharge,airport_fee,pickup_hour,pickup_dayofweek,pickup_month,is_weekend,trip_duration_min,avg_speed_mph
2,1.0,5.64,1.0,142.0,45.0,1.0,30.3,1.0,0.5,0.0,1.0,2.5,0.0,21,4,1,0,26.616666666666667,12.713838447088289
2,1.0,3.41,1.0,186.0,239.0,1.0,22.6,0.0,0.5,0.0,1.0,2.5,0.0,13,0,1,0,23.233333333333334,8.806312769010043
2,1.0,6.5,1.0,132.0,180.0,2.0,26.1,0.0,0.5,0.0,1.0,0.0,1.25,15,6,1,1,14.383333333333333,27.114716106604867
2,2.0,4.65,1.0,148.0,33.0,1.0,21.9,1.0,0.5,0.0,1.0,2.5,0.0,1,6,1,1,14.433333333333334,19.33025404157044
2,1.0,1.14,1.0,4.0,107.0,1.0,7.2,1.0,0.5,0.0,1.0,2.5,0.0,3,6,1,1,4.75,14.399999999999999
2,2.0,5.24,1.0,90.0,87.0,1.0,28.9,2.5,0.5,0.0,1.0,2.5,0.0,17,3,1,0,27.766666666666666,11.322929171668667
2,1.0,0.08,1.0,132.0,132.0,2.0,3.0,0.0,0.5,0.0,1.0,0.0,1.25,11,1,1,0,0.6,8.0
2,1.0,2.23,1.0,143.0,151.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,10,0,1,0,14.716666666666667,9.091732729331822
2,4.0,0.48,1.0,262.0,263.0,1.0,5.8,2.5,0.5,0.0,1.0,2.5,0.0,16,2,1,0,4.166666666666667,6.911999999999999
1,2.0,10.8,1.0,138.0,181.0,1.0,45.0,6.25,0.5,0.0,1.0,0.0,1.25,18,5,1,1,33.7,19.22848664688427
1,1.0,0.9,1.0,264.0,75.0,2.0,6.5,0.0,0.5,0.0,1.0,0.0,0.0,13,5,1,1,3.6666666666666665,14.727272727272728
1,1.0,2.5,1.0,143.0,186.0,1.0,14.2,2.5,0.5,0.0,1.0,2.5,0.0,15,2,1,0,13.8,10.869565217391305
2,2.0,4.61,1.0,262.0,152.0,2.0,24.7,2.5,0.5,0.0,1.0,2.5,0.0,16,2,1,0,21.666666666666668,12.766153846153847
2,1.0,17.87,2.0,132.0,100.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,9,4,1,0,40.06666666666667,26.760399334442596
2,4.0,12.4,1.0,230.0,138.0,1.0,52.0,7.5,0.5,6.55,1.0,2.5,0.0,19,2,1,0,29.1,25.56701030927835
2,1.0,1.08,1.0,263.0,140.0,1.0,7.9,1.0,0.5,0.0,1.0,2.5,0.0,3,6,1,1,5.133333333333334,12.623376623376624
2,1.0,0.94,1.0,141.0,236.0,1.0,7.2,1.0,0.5,0.0,1.0,2.5,0.0,20,6,1,1,4.5,12.533333333333333
2,1.0,4.88,1.0,249.0,263.0,1.0,25.4,0.0,0.5,0.0,1.0,2.5,0.0,16,6,1,1,24.466666666666665,11.967302452316078
2,1.0,1.13,1.0,107.0,249.0,1.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,15,5,1,1,10.216666666666667,6.63621533442088
1,2.0,1.0,1.0,161.0,233.0,1.0,7.9,2.5,0.5,0.0,1.0,2.5,0.0,14,0,1,0,8.3,7.228915662650603
1,1.0,3.4,1.0,249.0,233.0,1.0,18.4,2.5,0.5,0.0,1.0,2.5,0.0,19,5,1,1,19.5,10.461538461538462
2,1.0,1.26,1.0,68.0,161.0,2.0,8.6,0.0,0.5,0.0,1.0,2.5,0.0,6,3,1,0,6.8,11.11764705882353
2,1.0,2.4,1.0,170.0,43.0,1.0,12.8,0.0,0.5,0.0,1.0,2.5,0.0,10,0,1,0,9.333333333333334,15.428571428571427
2,1.0,6.09,1.0,138.0,74.0,1.0,24.7,5.0,0.5,6.55,1.0,0.0,1.25,18,6,1,1,11.366666666666667,32.146627565982406
2,1.0,1.22,1.0,43.0,161.0,1.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,14,2,1,0,10.283333333333333,7.118314424635332
2,1.0,0.44,1.0,79.0,114.0,2.0,5.1,0.0,0.5,0.0,1.0,2.5,0.0,10,1,1,0,2.8666666666666667,9.209302325581396
2,1.0,1.87,1.0,141.0,143.0,1.0,12.8,1.0,0.5,0.0,1.0,2.5,0.0,20,1,1,0,10.833333333333334,10.356923076923078
2,1.0,1.69,1.0,234.0,230.0,2.0,14.9,2.5,0.5,0.0,1.0,2.5,0.0,18,4,1,0,15.566666666666666,6.5139186295503215
1,2.0,7.1,1.0,132.0,93.0,2.0,27.5,2.25,0.5,0.0,1.0,0.0,1.25,23,0,1,0,9.266666666666667,45.97122302158272
2,1.0,2.06,1.0,236.0,161.0,1.0,12.8,0.0,0.5,0.0,1.0,2.5,0.0,10,4,1,0,12.1,10.214876033057852
1,1.0,1.1,1.0,90.0,48.0,1.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,14,6,1,1,11.566666666666666,5.706051873198848
2,2.0,6.35,1.0,100.0,13.0,1.0,28.9,0.0,0.5,0.0,1.0,2.5,0.0,13,4,1,0,19.316666666666666,19.723899913718725
2,1.0,0.92,1.0,186.0,230.0,2.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,13,6,1,1,10.65,5.183098591549295
2,6.0,7.28,1.0,141.0,13.0,1.0,31.0,0.0,0.5,0.0,1.0,2.5,0.0,19,0,1,0,16.633333333333333,26.26052104208417
2,1.0,1.01,1.0,100.0,246.0,1.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,11,4,1,0,5.966666666666667,10.156424581005586
2,1.0,2.96,1.0,263.0,164.0,1.0,20.5,0.0,0.5,0.0,1.0,2.5,0.0,13,2,1,0,20.833333333333332,8.5248
1,2.0,0.6,1.0,246.0,48.0,2.0,6.5,3.5,0.5,0.0,1.0,2.5,0.0,23,6,1,1,4.083333333333333,8.816326530612246
1,1.0,0.7,1.0,50.0,50.0,1.0,4.5,3.5,0.5,0.0,1.0,2.5,0.0,16,0,1,0,2.7666666666666666,15.180722891566264
2,1.0,0.74,1.0,158.0,161.0,1.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,17,0,1,0,11.533333333333333,3.8497109826589595
2,1.0,1.78,1.0,238.0,142.0,1.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,10,5,1,1,9.966666666666667,10.71571906354515
2,1.0,3.4,1.0,107.0,142.0,1.0,22.6,0.0,0.5,0.0,1.0,2.5,0.0,16,5,1,1,21.25,9.6
2,1.0,2.7,1.0,48.0,79.0,2.0,14.2,1.0,0.5,0.0,1.0,2.5,0.0,5,6,1,1,10.666666666666666,15.187500000000004
1,3.0,2.5,1.0,43.0,48.0,1.0,14.2,2.5,0.5,0.0,1.0,2.5,0.0,16,6,1,1,11.65,12.875536480686694
1,1.0,8.5,1.0,138.0,69.0,2.0,36.6,6.25,0.5,6.55,1.0,0.0,1.25,12,2,1,0,21.85,23.340961098398168
2,4.0,2.15,1.0,229.0,234.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,13,6,1,1,13.8,9.347826086956522
2,1.0,2.9,1.0,141.0,226.0,1.0,15.6,1.0,0.5,0.0,1.0,2.5,0.0,23,4,1,0,12.65,13.75494071146245
2,1.0,1.54,1.0,148.0,107.0,1.0,9.3,1.0,0.5,0.0,1.0,2.5,0.0,23,5,1,1,6.55,14.106870229007635
1,2.0,17.6,2.0,230.0,132.0,1.0,70.0,2.5,0.5,6.55,1.0,2.5,0.0,13,0,1,0,47.8,22.092050209205023
1,1.0,2.8,1.0,142.0,262.0,1.0,16.3,2.5,0.5,0.0,1.0,2.5,0.0,18,5,1,1,17.066666666666666,9.84375
1,1.0,8.3,1.0,148.0,223.0,1.0,32.4,3.5,0.5,0.0,1.0,2.5,0.0,3,3,1,0,14.55,34.22680412371134
2,2.0,1.59,1.0,162.0,142.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,18,5,1,1,14.933333333333334,6.388392857142858
2,1.0,4.48,1.0,186.0,145.0,1.0,24.7,1.0,0.5,0.0,1.0,2.5,0.0,1,6,1,1,21.233333333333334,12.659340659340659
2,6.0,1.25,1.0,164.0,233.0,2.0,12.1,2.5,0.5,0.0,1.0,2.5,0.0,18,3,1,0,12.016666666666667,6.24133148404993
2,2.0,4.56,1.0,164.0,13.0,1.0,26.8,0.0,0.5,0.0,1.0,2.5,0.0,16,6,1,1,26.6,10.285714285714285
2,1.0,0.69,1.0,262.0,236.0,1.0,5.8,0.0,0.5,0.0,1.0,2.5,0.0,9,5,1,1,3.1666666666666665,13.073684210526315
2,1.0,1.07,1.0,162.0,137.0,1.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,7,1,1,0,5.85,10.974358974358976
1,1.0,9.1,2.0,56.0,142.0,1.0,70.0,2.5,0.5,0.0,1.0,2.5,0.0,23,3,1,0,23.516666666666666,23.217576187101347
2,1.0,2.64,1.0,162.0,114.0,1.0,14.2,1.0,0.5,0.0,1.0,2.5,0.0,22,2,1,0,10.433333333333334,15.182108626198083
2,1.0,27.32,5.0,23.0,95.0,1.0,40.0,0.0,0.5,6.55,1.0,0.0,0.0,0,0,1,0,37.71666666666667,43.46089262041538
1,1.0,18.6,2.0,132.0,246.0,1.0,70.0,3.75,0.5,6.55,1.0,2.5,1.25,8,2,1,0,81.33333333333333,13.72131147540984
2,1.0,15.23,1.0,132.0,145.0,1.0,77.2,0.0,0.5,0.0,1.0,0.0,1.25,7,3,1,0,68.86666666666666,13.26911907066796
2,1.0,2.52,1.0,113.0,163.0,1.0,18.4,0.0,0.5,0.0,1.0,2.5,0.0,15,2,1,0,19.116666666666667,7.909328683522232
2,1.0,16.36,2.0,132.0,170.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,20,4,1,0,30.416666666666668,32.27178082191781
1,1.0,0.6,1.0,162.0,161.0,2.0,5.8,2.5,0.5,0.0,1.0,2.5,0.0,8,4,1,0,3.8,9.473684210526317
2,1.0,4.29,1.0,161.0,249.0,1.0,24.7,2.5,0.5,0.0,1.0,2.5,0.0,19,3,1,0,22.316666666666666,11.533980582524272
1,1.0,0.7,1.0,239.0,43.0,1.0,6.5,5.0,0.5,0.0,1.0,2.5,0.0,16,2,1,0,4.95,8.484848484848484
2,1.0,18.62,1.0,132.0,17.0,1.0,72.3,2.5,0.5,0.0,1.0,0.0,1.25,19,1,1,0,40.18333333333333,27.802571547075903
1,3.0,1.7,1.0,238.0,166.0,1.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,14,2,1,0,7.25,14.068965517241379
1,1.0,1.2,1.0,230.0,142.0,1.0,10.7,5.0,0.5,0.0,1.0,2.5,0.0,17,2,1,0,9.55,7.539267015706805
2,5.0,5.39,1.0,137.0,168.0,2.0,28.9,2.5,0.5,0.0,1.0,2.5,0.0,16,4,1,0,27.75,11.654054054054052
2,1.0,2.69,1.0,164.0,148.0,1.0,17.7,1.0,0.5,0.0,1.0,2.5,0.0,2,6,1,1,17.983333333333334,8.974976830398518
2,1.0,2.19,1.0,246.0,161.0,1.0,12.1,1.0,0.5,0.0,1.0,2.5,0.0,4,5,1,1,9.333333333333334,14.078571428571427
2,1.0,0.77,1.0,230.0,170.0,2.0,7.9,1.0,0.5,0.0,1.0,2.5,0.0,0,0,1,0,6.783333333333333,6.810810810810811
2,5.0,3.63,1.0,230.0,238.0,1.0,19.1,1.0,0.5,0.0,1.0,2.5,0.0,22,5,1,1,13.55,16.073800738007378
2,4.0,1.52,1.0,186.0,249.0,1.0,8.6,1.0,0.5,0.0,1.0,2.5,0.0,20,6,1,1,5.916666666666667,15.414084507042253
1,1.0,0.8,1.0,239.0,142.0,1.0,7.2,2.5,0.5,0.0,1.0,2.5,0.0,10,2,1,0,6.133333333333334,7.826086956521739
1,1.0,1.9,1.0,142.0,162.0,1.0,9.0,3.0,0.5,0.0,1.0,2.5,0.0,20,3,1,0,10.75,10.604651162790697
2,1.0,17.43,2.0,132.0,137.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,1,3,1,0,29.933333333333334,34.937639198218264
2,3.0,17.29,2.0,132.0,48.0,2.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,23,1,1,0,29.566666666666666,35.08680947012401
2,1.0,1.8,1.0,107.0,246.0,2.0,12.8,1.0,0.5,0.0,1.0,2.5,0.0,21,1,1,0,12.383333333333333,8.721399730820997
2,2.0,4.33,1.0,79.0,142.0,1.0,21.2,1.0,0.5,0.0,1.0,2.5,0.0,0,6,1,1,18.166666666666668,14.300917431192659
1,1.0,1.1,1.0,249.0,79.0,2.0,9.3,2.5,0.5,0.0,1.0,2.5,0.0,13,4,1,0,10.833333333333334,6.092307692307693
2,1.0,9.71,1.0,138.0,229.0,1.0,37.3,6.0,0.5,6.55,1.0,2.5,1.25,21,2,1,0,15.683333333333334,37.147715196599364
1,1.0,1.1,1.0,230.0,186.0,2.0,13.5,2.5,0.5,0.0,1.0,2.5,0.0,16,6,1,1,15.433333333333334,4.27645788336933
2,2.0,17.56,2.0,161.0,132.0,1.0,70.0,0.0,0.5,6.55,1.0,2.5,0.0,14,6,1,1,37.88333333333333,27.811702595688516
2,1.0,1.79,1.0,239.0,262.0,2.0,13.5,0.0,0.5,0.0,1.0,2.5,0.0,19,6,1,1,12.35,8.696356275303643
2,1.0,1.14,1.0,237.0,170.0,1.0,9.3,0.0,0.5,0.0,1.0,2.5,0.0,13,3,1,0,7.516666666666667,9.099778270509978
2,1.0,4.42,1.0,87.0,137.0,1.0,19.8,1.0,0.5,0.0,1.0,2.5,0.0,1,6,1,1,11.633333333333333,22.796561604584525
2,2.0,4.88,1.0,132.0,124.0,2.0,20.5,0.0,0.5,0.0,1.0,0.0,1.25,14,4,1,0,8.45,34.6508875739645
1,1.0,2.2,1.0,238.0,237.0,1.0,14.2,2.5,0.5,0.0,1.0,2.5,0.0,7,2,1,0,13.983333333333333,9.439809296781885
2,3.0,0.93,1.0,163.0,142.0,1.0,8.6,2.5,0.5,0.0,1.0,2.5,0.0,17,4,1,0,7.3,7.643835616438357
2,1.0,2.48,1.0,68.0,48.0,1.0,13.5,1.0,0.5,0.0,1.0,2.5,0.0,20,0,1,0,10.016666666666667,14.855241264559067
2,1.0,1.08,1.0,231.0,79.0,1.0,7.9,1.0,0.5,0.0,1.0,2.5,0.0,23,3,1,0,5.816666666666666,11.140401146131806
2,1.0,0.64,1.0,141.0,263.0,1.0,4.5,1.0,0.5,0.0,0.3,2.5,0.0,16,0,1,0,3.25,11.815384615384616
1,1.0,1.2,1.0,186.0,170.0,2.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,10,1,1,0,11.416666666666666,6.306569343065694
2,1.0,1.72,1.0,186.0,234.0,2.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,11,4,1,0,11.433333333333334,9.026239067055393
2,3.0,22.35,2.0,132.0,50.0,2.0,70.0,0.0,0.5,6.55,1.0,2.5,1.25,23,0,1,0,39.36666666666667,34.06435224386114
2,5.0,6.67,1.0,164.0,65.0,1.0,31.7,1.0,0.5,0.0,1.0,2.5,0.0,1,5,1,1,21.266666666666666,18.818181818181817
2,1.0,16.35,1.0,132.0,256.0,1.0,61.8,1.0,0.5,0.0,1.0,0.0,1.25,21,0,1,0,29.466666666666665,33.29185520361991
2,1.0,2.89,1.0,140.0,164.0,1.0,15.6,0.0,0.5,0.0,1.0,2.5,0.0,13,6,1,1,11.5,15.078260869565216
2,1.0,2.05,1.0,75.0,239.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,7,5,1,1,12.666666666666666,9.710526315789473
2,1.0,1.59,1.0,232.0,107.0,2.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,11,0,1,0,10.3,9.262135922330096
1,1.0,0.2,1.0,114.0,79.0,1.0,5.1,3.5,0.5,0.0,1.0,2.5,0.0,22,3,1,0,3.3666666666666667,3.5643564356435644
2,1.0,1.85,1.0,90.0,48.0,1.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,7,1,1,0,7.1,15.63380281690141
2,1.0,4.49,1.0,107.0,263.0,1.0,24.7,2.5,0.5,0.0,1.0,2.5,0.0,16,1,1,0,19.616666666666667,13.733220050977062
2,1.0,1.64,1.0,170.0,237.0,1.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,16,5,1,1,9.183333333333334,10.715063520871142
2,1.0,1.21,1.0,262.0,237.0,1.0,10.0,0.0,0.5,0.0,1.0,2.5,0.0,7,0,1,0,8.916666666666666,8.142056074766355
2,1.0,0.61,1.0,161.0,162.0,2.0,5.8,0.0,0.5,0.0,1.0,2.5,0.0,13,5,1,1,4.1,8.926829268292684
2,1.0,0.68,1.0,113.0,107.0,2.0,6.5,0.0,0.5,0.0,1.0,2.5,0.0,8,4,1,0,5.033333333333333,8.105960264900663
1,2.0,2.6,1.0,263.0,233.0,1.0,13.5,2.5,0.5,0.0,1.0,2.5,0.0,15,5,1,1,10.566666666666666,14.763406940063092
2,1.0,22.4,1.0,132.0,265.0,2.0,83.5,1.0,0.5,6.55,1.0,0.0,1.25,20,4,1,0,38.65,34.77360931435964
2,1.0,2.27,1.0,237.0,238.0,2.0,13.5,0.0,0.5,0.0,1.0,2.5,0.0,11,6,1,1,10.55,12.90995260663507
2,1.0,1.4,1.0,161.0,239.0,1.0,10.7,0.0,0.5,0.0,1.0,2.5,0.0,17,6,1,1,8.8,9.545454545454545
2,1.0,6.45,1.0,143.0,209.0,1.0,33.8,0.0,0.5,0.0,1.0,2.5,0.0,9,0,1,0,31.483333333333334,12.292218104817364
2,1.0,11.28,1.0,132.0,61.0,1.0,49.2,2.5,0.5,0.0,1.0,0.0,1.25,19,3,1,0,37.15,18.218034993270525
2,2.0,1.84,1.0,68.0,158.0,1.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,10,5,1,1,9.433333333333334,11.703180212014134
2,1.0,3.2,1.0,166.0,237.0,1.0,19.1,0.0,0.5,0.0,1.0,2.5,0.0,7,0,1,0,17.45,11.002865329512895
2,1.0,3.45,1.0,249.0,229.0,1.0,24.0,0.0,0.5,0.0,1.0,2.5,0.0,10,3,1,0,25.416666666666668,8.144262295081967
2,4.0,3.2,1.0,163.0,224.0,1.0,17.0,1.0,0.5,0.0,1.0,2.5,0.0,22,6,1,1,13.983333333333333,13.730631704410014
1,1.0,1.1,1.0,249.0,144.0,1.0,8.6,5.0,0.5,0.0,1.0,2.5,0.0,18,2,1,0,9.483333333333333,6.959578207381372
1,1.0,2.0,1.0,236.0,48.0,1.0,17.0,5.0,0.5,0.0,1.0,2.5,0.0,16,4,1,0,18.416666666666668,6.515837104072398
2,1.0,1.67,1.0,234.0,230.0,2.0,11.4,1.0,0.5,0.0,1.0,2.5,0.0,20,6,1,1,9.666666666666666,10.365517241379312
2,1.0,5.81,1.0,45.0,161.0,1.0,31.7,0.0,0.5,0.0,1.0,2.5,0.0,19,5,1,1,27.4,12.722627737226276
1,1.0,0.7,1.0,237.0,140.0,2.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,11,1,1,0,13.4,3.134328358208955
2,2.0,1.38,1.0,236.0,141.0,2.0,11.4,2.5,0.5,0.0,1.0,2.5,0.0,17,3,1,0,10.833333333333334,7.643076923076922
2,1.0,0.41,1.0,113.0,79.0,1.0,6.5,2.5,0.5,0.0,1.0,2.5,0.0,17,4,1,0,4.883333333333334,5.03754266211604
1,1.0,1.9,1.0,249.0,186.0,1.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,8,6,1,1,6.666666666666667,17.099999999999998
2,1.0,9.1,1.0,138.0,161.0,1.0,42.2,5.0,0.5,0.0,1.0,2.5,1.25,12,0,1,0,32.56666666666667,16.765609007164787
2,1.0,0.6,1.0,263.0,263.0,1.0,6.5,0.0,0.5,0.0,1.0,2.5,0.0,10,0,1,0,4.5,8.0
2,2.0,1.72,1.0,236.0,229.0,1.0,16.3,0.0,0.5,0.0,1.0,2.5,0.0,11,3,1,0,17.9,5.765363128491621
2,1.0,10.11,1.0,138.0,170.0,1.0,59.7,5.0,0.5,6.55,1.0,2.5,1.25,11,6,1,1,53.766666666666666,11.2820830750155
2,5.0,0.77,1.0,43.0,142.0,1.0,7.2,0.0,0.5,0.0,1.0,2.5,0.0,12,1,1,0,5.633333333333334,8.201183431952662
2,1.0,0.27,1.0,264.0,138.0,2.0,3.7,7.5,0.5,0.0,1.0,2.5,1.25,18,3,1,0,0.75,21.6
2,2.0,2.57,1.0,230.0,114.0,1.0,21.9,1.0,0.5,0.0,1.0,2.5,0.0,21,5,1,1,24.95,6.180360721442885
2,1.0,1.27,1.0,142.0,161.0,2.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,17,5,1,1,12.5,6.096
1,1.0,4.4,1.0,87.0,170.0,1.0,19.8,5.0,0.5,0.0,1.0,2.5,0.0,17,4,1,0,12.866666666666667,20.518134715025905
2,1.0,1.37,1.0,161.0,141.0,2.0,9.3,2.5,0.5,0.0,1.0,2.5,0.0,19,2,1,0,7.35,11.183673469387756
2,1.0,1.66,1.0,41.0,116.0,1.0,11.4,0.0,0.5,0.0,1.0,0.0,0.0,11,2,1,0,9.016666666666667,11.046210720887245
2,1.0,9.19,1.0,140.0,181.0,1.0,44.3,0.0,0.5,0.0,1.0,2.5,0.0,11,3,1,0,34.13333333333333,16.154296875
2,1.0,7.31,1.0,138.0,229.0,1.0,34.5,5.0,0.5,0.0,1.0,2.5,1.25,9,1,1,0,26.166666666666668,16.761783439490443
1,1.0,3.5,1.0,68.0,236.0,1.0,17.7,2.5,0.5,0.0,1.0,2.5,0.0,15,3,1,0,19.533333333333335,10.750853242320817
2,1.0,1.51,1.0,170.0,90.0,1.0,10.7,2.5,0.5,0.0,1.0,2.5,0.0,18,4,1,0,9.633333333333333,9.40484429065744
1,2.0,5.6,1.0,161.0,42.0,1.0,24.0,3.5,0.5,0.0,1.0,2.5,0.0,2,6,1,1,17.583333333333332,19.109004739336495
1,1.0,0.9,1.0,237.0,141.0,1.0,10.0,2.5,0.5,0.0,1.0,2.5,0.0,15,3,1,0,9.7,5.567010309278351
2,1.0,2.9,1.0,239.0,186.0,2.0,15.6,1.0,0.5,0.0,1.0,2.5,0.0,23,2,1,0,12.166666666666666,14.301369863013699
2,2.0,1.26,1.0,166.0,238.0,1.0,9.3,0.0,0.5,0.0,1.0,2.5,0.0,17,0,1,0,7.783333333333333,9.713062098501071
2,1.0,2.05,1.0,237.0,164.0,1.0,18.4,0.0,0.5,0.0,1.0,2.5,0.0,17,6,1,1,18.916666666666668,6.502202643171804
2,1.0,3.31,1.0,238.0,170.0,1.0,23.3,0.0,0.5,0.0,0.3,2.5,0.0,9,2,1,0,23.833333333333332,8.332867132867133
1,3.0,1.1,1.0,236.0,263.0,1.0,7.9,2.5,0.5,0.0,1.0,2.5,0.0,15,2,1,0,8.616666666666667,7.659574468085108
2,1.0,3.16,1.0,249.0,261.0,1.0,19.1,1.0,0.5,0.0,1.0,2.5,0.0,22,0,1,0,16.783333333333335,11.296921549155908
2,1.0,2.3,1.0,50.0,68.0,1.0,12.1,0.0,0.5,0.0,1.0,2.5,0.0,12,1,1,0,9.133333333333333,15.109489051094892
2,1.0,2.37,1.0,236.0,151.0,1.0,14.2,2.5,0.5,0.0,1.0,2.5,0.0,17,2,1,0,13.833333333333334,10.279518072289157
1,1.0,0.8,1.0,234.0,68.0,2.0,6.5,2.5,0.5,0.0,1.0,2.5,0.0,19,5,1,1,5.433333333333334,8.83435582822086
1,1.0,0.7,1.0,237.0,237.0,1.0,7.2,2.5,0.5,0.0,1.0,2.5,0.0,9,2,1,0,7.25,5.793103448275862
2,1.0,8.95,1.0,138.0,166.0,1.0,39.4,7.5,0.5,6.55,1.0,0.0,1.25,16,2,1,0,27.766666666666666,19.33973589435774
2,1.0,0.6,1.0,264.0,264.0,1.0,5.1,0.0,0.5,0.0,1.0,2.5,0.0,15,6,1,1,1.6833333333333333,21.386138613861384
2,1.0,1.41,1.0,48.0,163.0,2.0,10.0,1.0,0.5,0.0,1.0,2.5,0.0,20,2,1,0,9.233333333333333,9.16245487364621
2,2.0,2.73,1.0,238.0,161.0,2.0,20.5,0.0,0.5,0.0,1.0,2.5,0.0,10,3,1,0,21.833333333333332,7.502290076335878
2,4.0,1.5,1.0,234.0,246.0,1.0,9.3,0.0,0.5,0.0,1.0,2.5,0.0,11,0,1,0,6.75,13.333333333333332
1,4.0,18.1,3.0,229.0,1.0,1.0,90.9,0.0,0.0,18.75,1.0,0.0,0.0,13,5,1,1,41.31666666666667,26.284792254941507
1,1.0,8.2,1.0,132.0,76.0,1.0,33.8,1.25,0.5,0.0,1.0,0.0,1.25,19,5,1,1,22.533333333333335,21.834319526627215
2,1.0,1.48,1.0,236.0,141.0,1.0,9.3,0.0,0.5,0.0,1.0,2.5,0.0,7,2,1,0,5.716666666666667,15.533527696793001
2,1.0,11.87,1.0,138.0,164.0,1.0,51.3,7.5,0.5,20.3,1.0,2.5,1.25,18,3,1,0,33.93333333333333,20.988212180746565
2,2.0,1.23,1.0,263.0,141.0,2.0,7.9,1.0,0.5,0.0,1.0,2.5,0.0,1,6,1,1,5.566666666666666,13.257485029940119
2,1.0,2.41,1.0,141.0,48.0,1.0,15.6,0.0,0.5,0.0,1.0,2.5,0.0,19,5,1,1,14.633333333333333,9.881548974943053
2,1.0,0.65,1.0,161.0,229.0,2.0,7.9,0.0,0.5,0.0,1.0,2.5,0.0,11,6,1,1,7.433333333333334,5.246636771300448
2,1.0,5.08,1.0,161.0,260.0,2.0,26.1,1.0,0.5,0.0,1.0,2.5,0.0,21,5,1,1,21.95,13.88610478359909
2,2.0,3.26,1.0,186.0,87.0,1.0,14.9,1.0,0.5,0.0,1.0,2.5,0.0,23,1,1,0,10.45,18.717703349282296
2,2.0,6.58,1.0,50.0,223.0,2.0,33.8,0.0,0.5,0.0,1.0,2.5,0.0,14,2,1,0,32.083333333333336,12.305454545454547
1,1.0,1.3,1.0,114.0,170.0,1.0,10.7,5.0,0.5,0.0,1.0,2.5,0.0,18,2,1,0,9.716666666666667,8.027444253859349
2,1.0,1.06,1.0,68.0,246.0,2.0,7.9,1.0,0.5,0.0,1.0,2.5,0.0,0,3,1,0,12.016666666666667,5.292649098474341
2,4.0,2.43,1.0,163.0,186.0,1.0,17.0,1.0,0.5,0.0,1.0,2.5,0.0,2,6,1,1,16.7,8.73053892215569
2,2.0,1.25,1.0,43.0,263.0,2.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,10,4,1,0,11.466666666666667,6.540697674418604
2,3.0,2.48,1.0,236.0,100.0,1.0,15.6,2.5,0.5,0.0,1.0,2.5,0.0,18,4,1,0,14.183333333333334,10.491186839012926
2,1.0,1.91,1.0,43.0,74.0,1.0,14.9,0.0,0.5,0.0,1.0,2.5,0.0,15,2,1,0,14.066666666666666,8.14691943127962
2,1.0,0.72,1.0,142.0,143.0,1.0,6.5,0.0,0.5,0.0,1.0,2.5,0.0,18,6,1,1,5.016666666666667,8.611295681063122
2,2.0,5.26,1.0,132.0,197.0,2.0,21.9,1.0,0.5,0.0,1.0,0.0,1.25,5,6,1,1,8.266666666666667,38.1774193548387
2,1.0,1.24,1.0,142.0,238.0,1.0,7.2,2.5,0.5,0.0,1.0,2.5,0.0,19,1,1,0,3.533333333333333,21.056603773584907
2,1.0,7.74,1.0,132.0,89.0,2.0,30.3,0.0,0.5,0.0,1.0,0.0,1.25,6,6,1,1,11.166666666666666,41.58805970149255
2,1.0,2.29,1.0,229.0,236.0,1.0,11.4,0.0,0.5,0.0,1.0,2.5,0.0,7,5,1,1,7.533333333333333,18.238938053097346
